# Sip word list — adapted from the New General Service List (NGSL) and New Academic Word List (NAWL) by Browne, C., Culligan, B., & Phillips, J. — CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/) — https://www.newgeneralservicelist.com — Sip's adaptation (level order, Korean meanings, examples) is shared under the same license.
level,day,word,pos,korean,example1,example2,source_list
87,3,distribution,noun,분포,The chart shows the age distribution.,The distribution of income is not equal.,NAWL
87,3,aspect,noun,측면,We discussed every aspect of the plan.,Which aspect of the job is hardest?,NAWL
87,3,dynamic,adjective,역동적인,The city has a dynamic economy.,She is a dynamic and creative leader.,NAWL
87,3,domain,noun,영역,This question is outside my domain.,Which domain does your research cover?,NAWL
87,4,authority,noun,권한,The manager has the authority to decide.,Who gave you the authority to do this?,NAWL
87,4,induce,verb,유발하다,Stress can induce many health problems.,What induced the change in his behavior?,NAWL
87,4,interval,noun,간격,The buses run at regular intervals.,What is the interval between the tests?,NAWL
87,4,finite,adjective,유한한,Oil is a finite resource.,Is the number of stars finite?,NAWL
87,4,fluid,noun,유체,The fluid moves through the pipe slowly.,Does the fluid flow faster when hot?,NAWL
87,5,bound,adjective,틀림없이 ~할,It is bound to rain tomorrow.,Aren't prices bound to rise soon?,NAWL
87,5,transformation,noun,탈바꿈,The city has undergone a huge transformation.,What caused this transformation in her?,NAWL
87,5,simulation,noun,모의 실험,The computer simulation predicts the weather.,Did you run the simulation again?,NAWL
87,5,regime,noun,정권,The old regime fell after the war.,Did the new regime change the law?,NAWL
87,5,intensity,noun,강도,The intensity of the light was too high.,Did the pain intensity go down?,NAWL
87,6,diagnosis,noun,진단,The doctor gave a clear diagnosis today.,Was the diagnosis correct?,NAWL
87,6,identification,noun,식별,Early identification of the disease saves lives.,How does identification of the virus work?,NAWL
87,6,partial,adjective,부분적인,We got only partial results yesterday.,Is this a partial or full payment?,NAWL
87,6,particle,noun,입자,Dust particles float in the air.,How small is a particle of light?,NAWL
87,6,duration,noun,지속 시간,The duration of the test is one hour.,What was the duration of your trip?,NAWL
87,7,consumption,noun,소비,Energy consumption rises in summer.,Has your coffee consumption gone up?,NAWL
87,7,sensitivity,noun,민감도,Her skin has a high sensitivity to sunlight.,Does he have a sensitivity to loud noise?,NAWL
87,7,similarity,noun,유사점,I see a similarity between the two cases.,What similarities do the two plans share?,NAWL
87,7,optimal,adjective,최적의,What is the optimal temperature for tea?,We found the optimal price for the product.,NAWL
87,7,explicit,adjective,명시적인,The teacher gave explicit instructions.,Was the rule explicit in the contract?,NAWL
88,1,colonial,adjective,식민지의,The city has many colonial buildings.,Was this a colonial port in the past?,NAWL
88,1,onset,noun,시작,The onset of winter came early this year.,When was the onset of the symptoms?,NAWL
88,1,integration,noun,통합,Integration of new data takes time.,Is the system integration complete yet?,NAWL
88,1,dominant,adjective,지배적인,The dominant color here is blue.,Which team was dominant last year?,NAWL
88,1,coordinate,verb,조정하다,She will coordinate the whole event.,Who coordinates the team meetings?,NAWL
88,2,precede,verb,앞서다,Spring precedes summer every year.,A short talk preceded the dinner.,NAWL
88,2,inequality,noun,불평등,Income inequality is growing in many countries.,How can we reduce inequality in schools?,NAWL
88,2,generalize,verb,일반화하다,Do not generalize from one example.,Can we generalize these results to everyone?,NAWL
88,2,norm,noun,규범,Late dinners are the norm here.,Social norms differ from country to country.,NAWL
88,2,trait,noun,특성,Being honest is her best trait.,Which traits do you like in friends?,NAWL
88,3,correspondence,noun,일치,The two lists show a close correspondence.,Is there any correspondence between age and height?,NAWL
88,3,essentially,adverb,본질적으로,The two plans are essentially the same.,"Essentially, we need more time.",NAWL
88,3,syllable,noun,음절,This word has three syllables.,How many syllables does your name have?,NAWL
88,3,numerical,adjective,숫자로 된,Please put the data in numerical order.,Is there a numerical value for this?,NAWL
88,3,namely,adverb,즉,"Two people came, namely my brother and sister.","One thing is missing, namely the key.",NAWL
88,4,intermediate,adjective,중간의,The intermediate stage takes about two weeks.,Is there an intermediate level between these?,NAWL
88,4,transmission,noun,전달,The transmission of the virus was fast.,Data transmission takes only a second.,NAWL
88,4,occurrence,noun,발생,Rain is a common occurrence in spring.,Is this a rare occurrence here?,NAWL
88,4,maternal,adjective,어머니의,Maternal health is important during pregnancy.,Is maternal age a factor here?,NAWL
88,4,axis,noun,축,The earth turns on its axis.,Which axis shows the time?,NAWL
88,5,rational,adjective,합리적인,She made a rational decision.,Is that a rational choice?,NAWL
88,5,thesis,noun,논문,She is writing her thesis now.,Did you finish your thesis yet?,NAWL
88,5,classification,noun,분류,The classification of animals takes time.,What classification does this plant have?,NAWL
88,5,threshold,noun,한계점,Everyone has a different pain threshold.,Her income is below the tax threshold.,NAWL
88,5,activate,verb,활성화하다,Press this button to activate the device.,Did you activate your new card?,NAWL
88,6,adolescent,noun,청소년,Adolescents need plenty of sleep.,Do adolescents need more sleep than adults?,NAWL
88,6,facilitate,verb,촉진하다,Technology facilitates communication between people.,Good teachers facilitate learning.,NAWL
88,6,grammatical,adjective,문법적인,The sentence has a grammatical error.,Is this sentence grammatical?,NAWL
88,6,accuracy,noun,정확성,"The test measures accuracy, not speed.",How can we improve the accuracy?,NAWL
88,6,adaptation,noun,적응,Adaptation to a new city takes time.,Many animals show adaptation to the cold.,NAWL
88,7,minimal,adjective,최소한의,The damage to the car was minimal.,Keep changes minimal for now.,NAWL
88,7,systematic,adjective,체계적인,We need a systematic approach to this.,Was the search systematic?,NAWL
88,7,projection,noun,전망,The sales projection looks positive this year.,Is this projection based on real data?,NAWL
88,7,diameter,noun,지름,The circle has a diameter of ten inches.,What is the diameter of the pipe?,NAWL
88,7,dependence,noun,의존,His dependence on coffee is growing.,Dependence on one supplier is dangerous.,NAWL
89,1,organism,noun,생물,Every living organism needs water.,Is a virus a living organism?,NAWL
89,1,emergence,noun,출현,The emergence of new technology changed everything.,We saw the emergence of a new leader.,NAWL
89,1,substitution,noun,대체,The substitution of one player changed the game.,The recipe allows substitution of some ingredients.,NAWL
89,1,explicitly,adverb,명시적으로,She explicitly said no to the plan.,Did he explicitly agree to help?,NAWL
89,1,evident,adjective,분명한,It was evident that she was tired.,His talent is evident to everyone.,NAWL
89,2,detection,noun,탐지,Early detection of disease saves lives.,The detection of the error took hours.,NAWL
89,2,chronic,adjective,만성적인,He suffers from chronic back pain.,Is her illness chronic or temporary?,NAWL
89,2,integral,adjective,필수적인,Music is an integral part of the festival.,She is integral to the team's success.,NAWL
89,2,conception,noun,개념,Her conception of success is different from mine.,What is your conception of a good life?,NAWL
89,2,ideology,noun,이념,Every party has its own political ideology.,Their ideology shaped how they governed.,NAWL
89,3,instability,noun,불안정,Political instability hurt the economy.,The instability of prices worried farmers.,NAWL
89,3,mediate,verb,중재하다,She tried to mediate between the two sides.,Can you mediate this argument between them?,NAWL
89,3,specification,noun,사양,Read the specification before you build it.,The specification lists every part needed.,NAWL
89,3,classify,verb,분류하다,We classify animals by their features.,How do you classify these plants?,NAWL
89,3,oral,adjective,구두의,The oral exam lasted twenty minutes.,Do you prefer oral or written tests?,NAWL
89,4,indicator,noun,지표,Price is a good indicator of quality.,Unemployment is a key economic indicator.,NAWL
89,4,variant,noun,변종,A new variant of the virus appeared.,This word has a spelling variant.,NAWL
89,4,collective,adjective,집단의,It was a collective decision by the team.,Collective effort made the project a success.,NAWL
89,4,arbitrary,adjective,임의의,The choice of color was purely arbitrary.,Why is the rule so arbitrary?,NAWL
89,4,estimation,noun,추정,Cost estimation is part of every project.,Their estimation of the crowd size was wrong.,NAWL
89,5,thereby,adverb,그렇게 함으로써,She spoke slowly and thereby helped us understand.,"We left early, thereby avoiding the traffic.",NAWL
89,5,defect,noun,결함,The phone had a small defect.,Did you find any defects in the product?,NAWL
89,5,separation,noun,분리,The two layers show a clear separation.,Keep a clear separation between work and home.,NAWL
89,5,sufficiently,adverb,충분히,Is the water sufficiently hot for tea?,She was sufficiently prepared for the exam.,NAWL
89,5,interface,noun,조작 화면,The program has a simple interface.,Do you like the new interface?,NAWL
89,6,radiation,noun,방사선,Radiation can be dangerous to the body.,The doctor used radiation to treat the cancer.,NAWL
89,6,embed,verb,끼워 넣다,You can embed a video in the page.,The stone was embedded in the wall.,NAWL
89,6,utility,noun,유용성,The utility of this tool is clear.,What is the utility of learning grammar?,NAWL
89,6,complement,verb,보완하다,The red shoes complement her dress well.,Do these colors complement each other?,NAWL
89,6,verbal,adjective,말로 하는,We made a verbal agreement yesterday.,Is verbal communication better than writing?,NAWL
89,7,entity,noun,실체,Each company is a separate legal entity.,Is the mind an entity of its own?,NAWL
89,7,tumor,noun,종양,The doctor found a small tumor.,Was the tumor removed safely?,NAWL
89,7,psychology,noun,심리학,She studies psychology at the university.,Why is psychology so popular with students?,NAWL
89,7,diverse,adjective,다양한,The city has a diverse population.,Why are the students so diverse?,NAWL
89,7,continuity,noun,연속성,The company wants continuity in its leadership.,Is there continuity between the two stories?,NAWL
